*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(26.419708, 4.0, -10.254875)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(7.134018, 4.0, -3.4332237)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-20.08528, 4.0, 16.634064)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-12.630743, 4.0, 1.0160255)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(31.188646, 4.0, -27.143763)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(8.540983, 4.0, -10.629776)
0$B(0.0, -4.1499996, 0.0)$0P$(26.419708, 4.0, -10.254875)$258.07$leftShoulderJoint:(0.5096054, -0.8190238, -2.9742472E-8, 0.26363277);leftElbowJoint:(0.094918676, -0.26874703, 3.4160497E-8, 0.95852256);rightShoulderJoint:(-0.70354813, 0.6833332, 1.0647465E-7, 0.19512987);rightElbowJoint:(0.07100155, -0.14319642, 1.8205292E-9, 0.9871442);$0.0$1A$(7.134018, 4.0, -3.4332237)$109.72355$0$4.0$2A$(-20.08528, 4.0, 16.634064)$120.280334$0$4.0$3A$(-12.630743, 4.0, 1.0160255)$106.343475$0$4.0$4A$(31.188646, 4.0, -27.143763)$282.33316$0$0.0$5A$(8.540983, 4.0, -10.629776)$260.3942$0$0.0$
1245$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.980322, 4.0781374, -16.005247)$205.16537$0$0.0$2A$(-3.7020833, 4.077282, 1.0885131)$135.0248$0$4.0$3A$(2.7938623, 4.0764413, -15.264025)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1246$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.980322, 4.0781374, -16.005247)$204.22006$0$0.0$2A$(-3.7020833, 4.077282, 1.0885131)$135.0248$0$4.0$3A$(2.7938623, 4.0764413, -15.264025)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1247$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.980322, 4.0781374, -16.005247)$203.25851$0$0.0$2A$(-3.7020833, 4.077282, 1.0885131)$135.0248$0$4.0$3A$(2.7938623, 4.0764413, -15.264025)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1248$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.980322, 4.0781374, -16.005247)$202.20198$0$0.0$2A$(-3.7020833, 4.077282, 1.0885131)$135.0248$0$4.0$3A$(2.7938623, 4.0764413, -15.264025)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1249$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.949171, 4.076699, -16.05845)$201.10605$0$0.0$2A$(-3.6540983, 4.077474, 1.0476599)$135.0248$0$4.0$3A$(2.8323808, 4.0764213, -15.314288)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1250$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.949171, 4.076699, -16.05845)$200.0918$0$0.0$2A$(-3.6540983, 4.077474, 1.0476599)$135.0248$0$4.0$3A$(2.8323808, 4.0764213, -15.314288)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1251$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.949171, 4.076699, -16.05845)$199.07803$0$0.0$2A$(-3.6540983, 4.077474, 1.0476599)$135.0248$0$4.0$3A$(2.8323808, 4.0764213, -15.314288)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1252$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.92082, 4.076957, -16.1069)$197.88235$0$0.0$2A$(-3.6033368, 4.074749, 1.0044429)$135.0248$0$4.0$3A$(2.8707416, 4.0765843, -15.364361)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1253$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.92082, 4.076957, -16.1069)$196.84857$0$0.0$2A$(-3.6033368, 4.074749, 1.0044429)$135.0248$0$4.0$3A$(2.8707416, 4.0765843, -15.364361)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1254$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.92082, 4.076957, -16.1069)$195.89143$0$0.0$2A$(-3.6033368, 4.074749, 1.0044429)$135.0248$0$4.0$3A$(2.8707416, 4.0765843, -15.364361)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1255$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.894161, 4.077159, -16.15248)$195.04755$0$0.0$2A$(-3.5551183, 4.07475, 0.9633891)$135.0248$0$4.0$3A$(2.908991, 4.0768847, -15.414279)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1256$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.894161, 4.077159, -16.15248)$194.39838$0$0.0$2A$(-3.5551183, 4.07475, 0.9633891)$135.0248$0$4.0$3A$(2.908991, 4.0768847, -15.414279)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1257$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.894161, 4.077159, -16.15248)$193.74193$0$0.0$2A$(-3.5551183, 4.07475, 0.9633891)$135.0248$0$4.0$3A$(2.908991, 4.0768847, -15.414279)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1258$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.894161, 4.077159, -16.15248)$193.12411$0$0.0$2A$(-3.5551183, 4.07475, 0.9633891)$135.0248$0$4.0$3A$(2.908991, 4.0768847, -15.414279)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1259$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.894161, 4.077159, -16.15248)$192.51729$0$0.0$2A$(-3.5551183, 4.07475, 0.9633891)$135.0248$0$4.0$3A$(2.908991, 4.0768847, -15.414279)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1260$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.869278, 4.0774164, -16.195063)$191.46783$0$0.0$2A$(-3.5070271, 4.0748734, 0.922438)$135.0248$0$4.0$3A$(2.9472723, 4.0771422, -15.464238)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1261$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.869278, 4.0774164, -16.195063)$190.47241$0$0.0$2A$(-3.5070271, 4.0748734, 0.922438)$135.0248$0$4.0$3A$(2.9472723, 4.0771422, -15.464238)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1262$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.869278, 4.0774164, -16.195063)$189.43765$0$0.0$2A$(-3.5070271, 4.0748734, 0.922438)$135.0248$0$4.0$3A$(2.9472723, 4.0771422, -15.464238)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1263$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.75067$leftShoulderJoint:(0.5711686, -0.2780807, -1.9011152E-8, 0.7722937);leftElbowJoint:(0.3479908, 0.34282774, -4.3576918E-8, 0.8725661);rightShoulderJoint:(-0.041059755, 0.26206392, 3.5763325E-8, 0.96417665);rightElbowJoint:(0.7905424, 0.017931413, 2.0270056E-8, 0.6121447);$0.0$1A$(16.846123, 4.077644, -16.234741)$188.40114$0$0.0$2A$(-3.4589152, 4.0749755, 0.8814701)$135.0248$0$4.0$3A$(2.9853642, 4.0776033, -15.51398)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1264$B(21.346243, 4.613708, -16.656466)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.846123, 4.077644, -16.234741)$187.63766$0$0.0$2A$(-3.4589152, 4.0749755, 0.8814701)$135.0248$0$4.0$3A$(2.9853642, 4.0776033, -15.51398)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1265$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.846123, 4.077644, -16.234741)$187.00627$0$0.0$2A$(-3.4589152, 4.0749755, 0.8814701)$135.0248$0$4.0$3A$(2.9853642, 4.0776033, -15.51398)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1266$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.846123, 4.077644, -16.234741)$186.36227$0$0.0$2A$(-3.4589152, 4.0749755, 0.8814701)$135.0248$0$4.0$3A$(2.9853642, 4.0776033, -15.51398)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1267$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.824665, 4.077835, -16.271505)$185.5118$0$0.0$2A$(-3.4109106, 4.075178, 0.84058785)$135.0248$0$4.0$3A$(3.0237176, 4.077763, -15.564031)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1268$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.824665, 4.077835, -16.271505)$184.55942$0$0.0$2A$(-3.4109106, 4.075178, 0.84058785)$135.0248$0$4.0$3A$(3.0237176, 4.077763, -15.564031)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1269$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.824665, 4.077835, -16.271505)$183.5269$0$0.0$2A$(-3.4109106, 4.075178, 0.84058785)$135.0248$0$4.0$3A$(3.0237176, 4.077763, -15.564031)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1270$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.824665, 4.077835, -16.271505)$182.57423$0$0.0$2A$(-3.4109106, 4.075178, 0.84058785)$135.0248$0$4.0$3A$(3.0237176, 4.077763, -15.564031)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1271$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.805109, 4.078242, -16.305048)$181.73901$0$0.0$2A$(-3.3625362, 4.075019, 0.7994012)$135.0248$0$4.0$3A$(3.062062, 4.0779324, -15.614067)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1272$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.805109, 4.078242, -16.305048)$181.10089$0$0.0$2A$(-3.3625362, 4.075019, 0.7994012)$135.0248$0$4.0$3A$(3.062062, 4.0779324, -15.614067)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1273$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.805109, 4.078242, -16.305048)$180.49336$0$0.0$2A$(-3.3625362, 4.075019, 0.7994012)$135.0248$0$4.0$3A$(3.062062, 4.0779324, -15.614067)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1274$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$0.0$1A$(16.805109, 4.078242, -16.305048)$179.86449$0$0.0$2A$(-3.3625362, 4.075019, 0.7994012)$135.0248$0$4.0$3A$(3.062062, 4.0779324, -15.614067)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1275$B(23.552843, 4.068668, -16.596504)$0P$(21.751854, 4.078597, -16.500374)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$10.0$1A$(16.805109, 4.078242, -16.305048)$179.13104$0$0.0$2A$(-3.3625362, 4.075019, 0.7994012)$135.0248$0$4.0$3A$(3.062062, 4.0779324, -15.614067)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1276$B(23.552843, 4.068668, -16.596504)$0P$(21.691948, 4.078925, -16.580444)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$10.0$1A$(16.785553, 4.075924, -16.33859)$178.01804$0$0.0$2A$(-3.3145096, 4.075199, 0.7584995)$135.0248$0$4.0$3A$(3.1003728, 4.078141, -15.664056)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
1277$B(23.492937, 4.068996, -16.676575)$0P$(21.691948, 4.078925, -16.580444)$239.18068$leftShoulderJoint:(0.56635344, -0.30650538, -1.9539671E-8, 0.76504785);leftElbowJoint:(0.2979246, 0.38923094, -4.947524E-8, 0.8716308);rightShoulderJoint:(-0.05709002, 0.23243496, 3.217814E-8, 0.970935);rightElbowJoint:(-0.0160882, -0.7042619, -4.1251266E-10, 0.7097579);$10.0$1A$(16.785553, 4.075924, -16.33859)$176.97012$0$0.0$2A$(-3.3145096, 4.075199, 0.7584995)$135.0248$0$4.0$3A$(3.1003728, 4.078141, -15.664056)$137.81218$0$4.0$4A$(19.201532, 4.077961, -32.42502)$11.969463$0$0.0$5A$(8.242391, 4.07802, -3.3326278)$129.87828$0$0.0$
