*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(28.33449, 4.0, 5.0551033)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(4.188759, 4.0, -49.317314)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-25.907146, 4.0, -22.273657)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-15.410032, 4.0, 5.6521225)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(42.169712, 4.0, -24.390009)
0$B(0.0, -4.1499996, 0.0)$0P$(28.33449, 4.0, 5.0551033)$274.539$leftShoulderJoint:(0.29368997, -0.93570536, -2.7521036E-8, 0.19545268);leftElbowJoint:(-0.029218147, -0.26376444, 3.352716E-8, 0.9641445);rightShoulderJoint:(-0.9336291, 0.31877473, 6.309012E-8, 0.16346104);rightElbowJoint:(-0.019697968, -0.15693101, -5.0506954E-10, 0.9874131);$0.0$1A$(4.188759, 4.0, -49.317314)$24.223923$0$4.0$2A$(-25.907146, 4.0, -22.273657)$63.2595$0$0.0$3A$(-15.410032, 4.0, 5.6521225)$90.78191$0$4.0$4A$(42.169712, 4.0, -24.390009)$278.01074$0$4.0$
3468$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.618793, 4.0779853, -30.396854)$333.56213$0$4.0$2A$(5.0195203, 4.077728, -20.998331)$273.2424$0$4.0$3A$(21.45967, 4.075667, 3.365497)$90.78191$0$4.0$4A$(7.9948945, 4.0760393, -21.670574)$348.4476$0$4.0$5N$(35.13894, 4.0795994, -27.480724)$309.1689$0$10.0$
3469$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.56213$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$273.93063$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$349.13583$0$4.0$5N$(35.12602, 4.0768743, -27.470198)$309.1689$0$10.0$
3470$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.56213$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.4023$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$349.6075$0$4.0$5N$(35.12602, 4.0768743, -27.470198)$309.1689$0$10.0$
3471$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.56213$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$349.6075$0$4.0$5N$(35.13894, 4.0795994, -27.480724)$309.1689$0$10.0$
3472$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.56213$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$349.9219$0$0.0$5N$(35.13894, 4.0795994, -27.480724)$309.1689$0$10.0$
3473$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.56213$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$350.20706$0$0.0$5N$(35.13894, 4.0795994, -27.480724)$309.1689$0$10.0$
3474$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.56213$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$350.49023$0$0.0$5N$(35.13894, 4.0795994, -27.480724)$309.1689$0$10.0$
3475$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$333.24814$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$350.17624$0$4.0$5N$(35.06141, 4.0801005, -27.417564)$309.1689$0$10.0$
3476$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$332.93988$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$350.4845$0$4.0$5N$(35.06141, 4.0801005, -27.417564)$309.1689$0$10.0$
3477$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.0782933, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.586426, 4.078665, -30.3436)$332.93988$0$4.0$2A$(4.956931, 4.0777655, -20.98943)$274.75928$0$4.0$3A$(21.52179, 4.0764484, 3.3616054)$90.78191$0$4.0$4A$(7.981643, 4.0765724, -21.609419)$351.20178$0$4.0$5N$(35.06141, 4.0801005, -27.417564)$309.1689$0$10.0$
3478$B(29.428217, 3.8417997, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.93988$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$275.22604$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$351.66855$0$4.0$5N$(35.04849, 4.0801005, -27.407038)$309.1689$0$10.0$
3479$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.93988$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$275.50427$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$351.94678$0$0.0$5N$(35.04849, 4.0801005, -27.407038)$309.1689$0$10.0$
3480$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.93988$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$275.78983$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$352.23233$0$4.0$5N$(35.04849, 4.0801005, -27.407038)$309.1689$0$10.0$
3481$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.93988$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$276.16302$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$351.85913$0$4.0$5N$(35.04849, 4.0801005, -27.407038)$309.1689$0$10.0$
3482$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.63135$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$276.47156$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$351.85913$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3483$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.63135$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$276.47156$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$352.2009$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3484$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.63135$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$276.47156$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$352.2009$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3485$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.078289, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.551308, 4.0759397, -30.286932)$332.63135$0$4.0$2A$(4.8929553, 4.07653, -20.978634)$276.47156$0$4.0$3A$(21.583921, 4.077205, 3.3577106)$90.78191$0$4.0$4A$(7.984557, 4.077234, -21.547106)$352.67053$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3486$B(29.428217, 3.841795, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.63135$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$277.13425$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.33322$0$4.0$5N$(34.97096, 4.0773845, -27.343878)$309.1689$0$10.0$
3487$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.63135$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$277.51968$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.71866$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3488$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.63135$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$277.83926$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.39908$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3489$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.63135$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$278.1201$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.6799$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3490$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.63135$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$278.1201$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.306$0$4.0$5N$(34.98388, 4.0801096, -27.354404)$309.1689$0$10.0$
3491$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.31863$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$278.1201$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.6187$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3492$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$234.363$leftShoulderJoint:(0.40035665, 0.20147254, -4.4521853E-9, 0.893937);leftElbowJoint:(-0.8559941, 0.4288236, -5.4507872E-8, 0.28876364);rightShoulderJoint:(-0.22788516, 0.069181114, 1.425201E-8, 0.9712272);rightElbowJoint:(-0.044854134, 0.116151564, -1.1500911E-9, 0.9922182);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.31863$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$278.1201$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.95117$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3493$B(29.428217, 3.841916, 2.5230527)$0P$(28.335857, 4.07841, 5.054078)$233.604$leftShoulderJoint:(0.40399873, 0.20146693, -4.5338426E-9, 0.8922982);leftElbowJoint:(-0.85434544, 0.4332786, -5.5074146E-8, 0.28699067);rightShoulderJoint:(-0.26042688, 0.03341598, 1.02167395E-8, 0.96491516);rightElbowJoint:(-0.039990485, 0.11148669, -1.0253837E-9, 0.992961);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.31863$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$278.1201$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$353.95117$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3494$B(29.700668, 3.92166, 2.537935)$0P$(28.335857, 4.07841, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.517963, 4.0765004, -30.234016)$332.31863$0$4.0$2A$(4.8312697, 4.076834, -20.966423)$278.1201$0$4.0$3A$(21.64611, 4.0779057, 3.3538172)$90.78191$0$4.0$4A$(7.9980555, 4.078199, -21.486668)$354.5491$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3495$B(29.67651, 3.9216409, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$332.31863$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$278.54886$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$354.12033$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3496$B(29.67651, 3.921524, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$332.31863$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$278.8265$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$353.84268$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3497$B(29.67651, 3.921524, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$332.31863$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$279.101$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$354.1172$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3498$B(29.67651, 3.921524, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$332.31863$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$279.3954$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$354.41156$0$4.0$5N$(34.90635, 4.079681, -27.291245)$309.1689$0$10.0$
3499$B(29.67651, 3.921524, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$332.0076$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$279.70642$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$354.10052$0$4.0$5N$(34.82882, 4.0792317, -27.228085)$309.1689$0$10.0$
3500$B(29.67651, 3.921524, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$331.66864$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$280.04538$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$354.43948$0$4.0$5N$(34.82882, 4.0792317, -27.228085)$309.1689$0$10.0$
3501$B(29.67651, 3.921524, 2.527561)$0P$(28.335857, 4.0782933, 5.054078)$233.604$leftShoulderJoint:(0.4058983, 0.19545138, -4.7110285E-9, 0.892774);leftElbowJoint:(-0.8490244, 0.44312942, -5.632629E-8, 0.28773937);rightShoulderJoint:(-0.26056677, 0.038160864, 1.0850886E-8, 0.96470135);rightElbowJoint:(-0.038103286, 0.1118582, -9.769947E-10, 0.9929934);$0.0$1A$(32.484184, 4.0769887, -30.181276)$331.66864$0$4.0$2A$(4.7698817, 4.0770693, -20.952394)$280.04538$0$4.0$3A$(21.712646, 4.0751805, 3.34965)$90.78191$0$4.0$4A$(8.010414, 4.0751243, -21.421646)$354.03366$0$4.0$5N$(34.82882, 4.0792317, -27.228085)$309.1689$0$10.0$
